task,method,country_code_3,method_role,selection_status,primary_selected,n_rows,n_gate,accuracy,balanced_accuracy,macro_f1,ordinal_mae,phase3_precision,phase3_recall,phase3_f1,phase4_precision,phase4_recall,phase4_f1,phase5_precision,phase5_recall,phase5_f1,phase45_precision,phase45_recall,phase45_f1,phase45_f2,phase3plus_precision,phase3plus_recall,phase3plus_r2,changed_3_to_4,exact_phase4_rescues,actual_phase5_promoted_to_phase4,false_promotion_actual_phase1,false_promotion_actual_phase2,false_promotion_actual_phase3
Nowcasting,legacy_direct_exact_phase4_050,ZMB,legacy_reporting_only,not_applicable,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,AFG,candidate_sensitivity,selected,False,143,143,0.72727272727272729,0.69288135593220335,0.25386177530298071,0.27272727272727271,0.90721649484536082,0.74576271186440679,0.81860465116279069,0.34782608695652173,0.64000000000000001,0.45070422535211269,<NA>,<NA>,<NA>,0.34782608695652173,0.64000000000000001,0.45070422535211269,0.54794520547945202,1,1,-0.872603035738309,46,16,0,0,0,30
Nowcasting,direct_phase45_unweighted,BDI,candidate_sensitivity,selected,False,31,24,0.4838709677419355,0.42105263157894735,0.20192307692307693,0.58064516129032262,0.45454545454545453,1,0.625,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.41666666666666669,1,0.28056892666177946,2,0,0,0,2,0
Nowcasting,direct_phase45_unweighted,CAF,candidate_sensitivity,selected,False,34,34,0.58823529411764708,0.53333333333333333,0.19444444444444445,0.47058823529411764,1,0.59999999999999998,0.75,0.125,1,0.22222222222222221,<NA>,<NA>,<NA>,0.125,1,0.22222222222222221,0.41666666666666669,0.94117647058823528,1,0.39042357739707201,16,2,0,0,2,12
Nowcasting,direct_phase45_unweighted,COD,candidate_sensitivity,selected,False,124,113,0.44354838709677419,0.27787114845938377,0.18856097002974148,0.74193548387096775,0.647887323943662,0.65714285714285714,0.65248226950354615,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.60176991150442483,0.97142857142857142,0.047490852543982998,42,0,0,1,19,22
Nowcasting,direct_phase45_unweighted,DJI,candidate_sensitivity,selected,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,DOM,candidate_sensitivity,selected,False,3,3,0,0,0,1,0,<NA>,0,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.33333333333333331,1,0.1558092145250477,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,ETH,candidate_sensitivity,selected,False,7,7,0.5714285714285714,0.5,0.14545454545454545,0.42857142857142855,0.5714285714285714,1,0.72727272727272729,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.5714285714285714,1,-0.62480125104822348,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,GTM,candidate_sensitivity,selected,False,31,31,0.41935483870967744,0.5,0.11818181818181819,0.58064516129032262,0.41935483870967744,1,0.59090909090909094,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41935483870967744,1,-0.18898363695587417,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,HND,candidate_sensitivity,selected,False,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.1624994635583521,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,HTI,candidate_sensitivity,selected,False,14,14,0.7142857142857143,0.56666666666666665,0.28888888888888886,0.2857142857142857,0.875,0.69999999999999996,0.77777777777777779,0.5,1,0.66666666666666663,<NA>,<NA>,<NA>,0.5,1,0.66666666666666663,0.83333333333333337,0.9285714285714286,1,-0.0038814024297986194,6,3,0,0,0,3
Nowcasting,direct_phase45_unweighted,KEN,candidate_sensitivity,selected,False,64,53,0.421875,0.23641304347826086,0.16151761517615176,0.65625,0.66666666666666663,0.52173913043478259,0.58536585365853655,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.71698113207547165,0.82608695652173914,-0.18031948780440654,17,0,0,0,3,14
Nowcasting,direct_phase45_unweighted,LBN,candidate_sensitivity,selected,False,9,9,0.1111111111111111,0.0625,0.044444444444444439,1,1,0.125,0.22222222222222221,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.88888888888888884,1,-0.19940594208123419,8,0,0,0,1,7
Nowcasting,direct_phase45_unweighted,MDG,candidate_sensitivity,selected,False,19,19,0.21052631578947367,0.13333333333333333,0.076190476190476183,0.89473684210526316,0.66666666666666663,0.26666666666666666,0.38095238095238093,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.78947368421052633,1,-0.32319492057777444,13,0,0,0,2,11
Nowcasting,direct_phase45_unweighted,MOZ,candidate_sensitivity,selected,False,17,17,0.23529411764705882,0.18181818181818182,0.094117647058823528,1,0.66666666666666663,0.36363636363636365,0.47058823529411764,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.6470588235294118,1,-0.0021337887151242629,11,0,0,0,4,7
Nowcasting,direct_phase45_unweighted,MWI,candidate_sensitivity,selected,False,2,2,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-20.632653319105813,2,0,0,0,2,0
Nowcasting,direct_phase45_unweighted,PAK,candidate_sensitivity,selected,False,40,40,0.875,0.46052631578947367,0.1891891891891892,0.14999999999999999,0.97222222222222221,0.92105263157894735,0.94594594594594594,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.94999999999999996,1,-0.20787740605840033,4,0,0,0,1,3
Nowcasting,direct_phase45_unweighted,SDN,candidate_sensitivity,selected,False,4,4,0,0,0,1,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,1,1,-3.2545453895222121,4,0,0,0,0,4
Nowcasting,direct_phase45_unweighted,SLV,candidate_sensitivity,selected,False,12,11,0.5,0.5714285714285714,0.17499999999999999,0.5,0.45454545454545453,1,0.625,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.45454545454545453,1,-0.1005713750294317,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,SOM,candidate_sensitivity,selected,False,372,306,0.60752688172043012,0.31658727896972411,0.25310425245366963,0.44623655913978494,0.68070175438596492,0.80165289256198347,0.73624288425047435,0.19047619047619047,0.14285714285714285,0.16326530612244897,<NA>,<NA>,<NA>,0.19047619047619047,0.14285714285714285,0.16326530612244897,0.15037593984962405,0.76143790849673199,0.86296296296296293,0.051016421049941973,21,4,0,0,6,11
Nowcasting,direct_phase45_unweighted,SSD,candidate_sensitivity,selected,False,130,129,0.69999999999999996,0.39338235294117646,0.29018082831032477,0.33076923076923076,0.90697674418604646,0.57352941176470584,0.70270270270270274,0.5977011494252874,1,0.74820143884892087,<NA>,0,0,0.62068965517241381,1,0.76595744680851063,0.8910891089108911,0.93846153846153846,1,0.2838559097476544,86,51,2,0,4,29
Nowcasting,direct_phase45_unweighted,SWZ,candidate_sensitivity,selected,False,11,9,0.18181818181818182,0.1111111111111111,0.072727272727272724,1.3636363636363635,0,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.22222222222222221,1,-2.1940739717601341,8,0,0,0,6,2
Nowcasting,direct_phase45_unweighted,TJK,candidate_sensitivity,selected,False,2,2,1,1,0.20000000000000001,0,<NA>,<NA>,<NA>,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,1,1,-17.079998416900715,2,2,0,0,0,0
Nowcasting,direct_phase45_unweighted,TZA,candidate_sensitivity,selected,False,1,1,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,1,0,0,0,1,0
Nowcasting,direct_phase45_unweighted,UGA,candidate_sensitivity,selected,False,49,42,0.77551020408163263,0.5987179487179487,0.24342774146695714,0.22448979591836735,0.83333333333333337,0.89743589743589747,0.86419753086419748,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.83333333333333337,0.89743589743589747,-0.21210928047282529,0,0,0,0,0,0
Nowcasting,direct_phase45_unweighted,YEM,candidate_sensitivity,selected,False,36,36,0.52777777777777779,0.43181818181818182,0.152,0.61111111111111116,0.6785714285714286,0.86363636363636365,0.76000000000000001,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.61111111111111116,1,-0.802483510655565,8,0,0,0,5,3
Nowcasting,direct_phase45_unweighted,ZAF,candidate_sensitivity,selected,False,3,3,0,0,0,1.6666666666666667,0,<NA>,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-15.799999713897744,2,0,0,0,2,0
Nowcasting,direct_phase45_unweighted,ZMB,candidate_sensitivity,selected,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,AFG,candidate_sensitivity,selected,True,143,143,0.54545454545454541,0.69305084745762713,0.20859716859716859,0.45454545454545453,0.96491228070175439,0.46610169491525422,0.62857142857142856,0.26744186046511625,0.92000000000000004,0.4144144144144144,<NA>,<NA>,<NA>,0.26744186046511625,0.92000000000000004,0.4144144144144144,0.61827956989247312,1,1,-0.872603035738309,86,23,0,0,0,63
Nowcasting,direct_phase45_sqrt_balance,BDI,candidate_sensitivity,selected,True,31,24,0.41935483870967744,0.35438596491228069,0.20492307692307693,0.80645161290322576,0.53333333333333333,0.80000000000000004,0.64000000000000001,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.41666666666666669,1,0.28056892666177946,9,0,0,0,7,2
Nowcasting,direct_phase45_sqrt_balance,CAF,candidate_sensitivity,selected,True,34,34,0.41176470588235292,0.46666666666666662,0.14761904761904759,0.6470588235294118,1,0.40000000000000002,0.5714285714285714,0.090909090909090912,1,0.16666666666666666,<NA>,<NA>,<NA>,0.090909090909090912,1,0.16666666666666666,0.33333333333333331,0.94117647058823528,1,0.39042357739707201,22,2,0,0,2,18
Nowcasting,direct_phase45_sqrt_balance,COD,candidate_sensitivity,selected,True,124,113,0.29032258064516131,0.18739495798319328,0.15995130858186246,1.0241935483870968,0.75,0.38571428571428573,0.50943396226415094,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.60176991150442483,0.97142857142857142,0.047490852543982998,77,0,0,2,34,41
Nowcasting,direct_phase45_sqrt_balance,DJI,candidate_sensitivity,selected,True,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,DOM,candidate_sensitivity,selected,True,3,3,0,0,0,1,0,<NA>,0,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.33333333333333331,1,0.1558092145250477,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,ETH,candidate_sensitivity,selected,True,7,7,0.14285714285714285,0.125,0.057142857142857141,1,0.33333333333333331,0.25,0.2857142857142857,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.5714285714285714,1,-0.62480125104822348,4,0,0,0,1,3
Nowcasting,direct_phase45_sqrt_balance,GTM,candidate_sensitivity,selected,True,31,31,0.41935483870967744,0.5,0.11818181818181819,0.58064516129032262,0.41935483870967744,1,0.59090909090909094,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41935483870967744,1,-0.18898363695587417,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,HND,candidate_sensitivity,selected,True,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.1624994635583521,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,HTI,candidate_sensitivity,selected,True,14,14,0.35714285714285715,0.39999999999999997,0.14666666666666667,0.7142857142857143,1,0.20000000000000001,0.33333333333333331,0.25,1,0.40000000000000002,<NA>,<NA>,<NA>,0.25,1,0.40000000000000002,0.625,0.9285714285714286,1,-0.0038814024297986194,12,3,0,0,1,8
Nowcasting,direct_phase45_sqrt_balance,KEN,candidate_sensitivity,selected,True,64,53,0.25,0.15670289855072464,0.12444444444444444,0.921875,0.68421052631578949,0.28260869565217389,0.40000000000000002,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.71698113207547165,0.82608695652173914,-0.18031948780440654,34,0,0,2,7,25
Nowcasting,direct_phase45_sqrt_balance,LBN,candidate_sensitivity,selected,True,9,9,0,0,0,1.1111111111111112,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.88888888888888884,1,-0.19940594208123419,9,0,0,0,1,8
Nowcasting,direct_phase45_sqrt_balance,MDG,candidate_sensitivity,selected,True,19,19,0,0,0,1.1052631578947369,0,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.78947368421052633,1,-0.32319492057777444,17,0,0,0,2,15
Nowcasting,direct_phase45_sqrt_balance,MOZ,candidate_sensitivity,selected,True,17,17,0,0,0,1.3529411764705883,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.6470588235294118,1,-0.0021337887151242629,17,0,0,0,6,11
Nowcasting,direct_phase45_sqrt_balance,MWI,candidate_sensitivity,selected,True,2,2,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-20.632653319105813,2,0,0,0,2,0
Nowcasting,direct_phase45_sqrt_balance,PAK,candidate_sensitivity,selected,True,40,40,0.47499999999999998,0.25,0.13103448275862067,0.55000000000000004,0.94999999999999996,0.5,0.65517241379310343,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.94999999999999996,1,-0.20787740605840033,20,0,0,0,1,19
Nowcasting,direct_phase45_sqrt_balance,SDN,candidate_sensitivity,selected,True,4,4,0,0,0,1,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,1,1,-3.2545453895222121,4,0,0,0,0,4
Nowcasting,direct_phase45_sqrt_balance,SLV,candidate_sensitivity,selected,True,12,11,0.5,0.5714285714285714,0.17499999999999999,0.5,0.45454545454545453,1,0.625,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.45454545454545453,1,-0.1005713750294317,0,0,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,SOM,candidate_sensitivity,selected,True,372,306,0.41397849462365593,0.305371222299122,0.2129771715449465,0.706989247311828,0.66279069767441856,0.47107438016528924,0.55072463768115942,0.089552238805970144,0.42857142857142855,0.14814814814814814,<NA>,<NA>,<NA>,0.089552238805970144,0.42857142857142855,0.14814814814814814,0.24390243902439024,0.76143790849673199,0.86296296296296293,0.051016421049941973,134,12,0,8,23,91
Nowcasting,direct_phase45_sqrt_balance,SSD,candidate_sensitivity,selected,True,130,129,0.52307692307692311,0.30882352941176472,0.20149168100975329,0.53846153846153844,1,0.23529411764705882,0.38095238095238093,0.45614035087719296,1,0.62650602409638556,<NA>,0,0,0.47368421052631576,1,0.6428571428571429,0.81818181818181823,0.93846153846153846,1,0.2838559097476544,113,51,2,0,8,52
Nowcasting,direct_phase45_sqrt_balance,SWZ,candidate_sensitivity,selected,True,11,9,0.18181818181818182,0.1111111111111111,0.072727272727272724,1.4545454545454546,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.22222222222222221,1,-2.1940739717601341,9,0,0,0,7,2
Nowcasting,direct_phase45_sqrt_balance,TJK,candidate_sensitivity,selected,True,2,2,1,1,0.20000000000000001,0,<NA>,<NA>,<NA>,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,1,1,-17.079998416900715,2,2,0,0,0,0
Nowcasting,direct_phase45_sqrt_balance,TZA,candidate_sensitivity,selected,True,1,1,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,1,0,0,0,1,0
Nowcasting,direct_phase45_sqrt_balance,UGA,candidate_sensitivity,selected,True,49,42,0.44897959183673469,0.39358974358974358,0.18933823529411767,0.5714285714285714,0.76000000000000001,0.48717948717948717,0.59375,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.83333333333333337,0.89743589743589747,-0.21210928047282529,17,0,0,0,1,16
Nowcasting,direct_phase45_sqrt_balance,YEM,candidate_sensitivity,selected,True,36,36,0.19444444444444445,0.15909090909090909,0.080000000000000002,1.0277777777777777,0.53846153846153844,0.31818181818181818,0.40000000000000002,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.61111111111111116,1,-0.802483510655565,23,0,0,0,8,15
Nowcasting,direct_phase45_sqrt_balance,ZAF,candidate_sensitivity,selected,True,3,3,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-15.799999713897744,3,0,0,0,3,0
Nowcasting,direct_phase45_sqrt_balance,ZMB,candidate_sensitivity,selected,True,2,2,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,2,0,0,0,2,0
Nowcasting,direct_phase45_full_balance,AFG,candidate_sensitivity,selected,False,143,143,0.58041958041958042,0.65118644067796616,0.21372123317412067,0.41958041958041958,0.91428571428571426,0.5423728813559322,0.68085106382978722,0.26027397260273971,0.76000000000000001,0.38775510204081631,<NA>,<NA>,<NA>,0.26027397260273971,0.76000000000000001,0.38775510204081631,0.54913294797687862,1,1,-0.872603035738309,73,19,0,0,0,54
Nowcasting,direct_phase45_full_balance,BDI,candidate_sensitivity,selected,False,31,24,0.4838709677419355,0.42105263157894735,0.20595533498759305,0.61290322580645162,0.47619047619047616,1,0.64516129032258063,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.41666666666666669,1,0.28056892666177946,3,0,0,0,3,0
Nowcasting,direct_phase45_full_balance,CAF,candidate_sensitivity,selected,False,34,34,0.5,0.5,0.17142857142857143,0.55882352941176472,1,0.5,0.66666666666666663,0.10526315789473684,1,0.19047619047619047,<NA>,<NA>,<NA>,0.10526315789473684,1,0.19047619047619047,0.37037037037037035,0.94117647058823528,1,0.39042357739707201,19,2,0,0,2,15
Nowcasting,direct_phase45_full_balance,COD,candidate_sensitivity,selected,False,124,113,0.40322580645161288,0.25406162464985999,0.18421836228287841,0.83064516129032262,0.68333333333333335,0.58571428571428574,0.63076923076923075,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.60176991150442483,0.97142857142857142,0.047490852543982998,53,0,0,3,23,27
Nowcasting,direct_phase45_full_balance,DJI,candidate_sensitivity,selected,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,direct_phase45_full_balance,DOM,candidate_sensitivity,selected,False,3,3,0.33333333333333331,0.5,0.20000000000000001,0.66666666666666663,0,<NA>,0,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,0.33333333333333331,1,0.1558092145250477,1,1,0,0,0,0
Nowcasting,direct_phase45_full_balance,ETH,candidate_sensitivity,selected,False,7,7,0.2857142857142857,0.25,0.13333333333333333,1.1428571428571428,1,0.5,0.66666666666666663,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.5714285714285714,1,-0.62480125104822348,5,0,0,0,3,2
Nowcasting,direct_phase45_full_balance,GTM,candidate_sensitivity,selected,False,31,31,0.35483870967741937,0.42307692307692307,0.10476190476190476,0.64516129032258063,0.37931034482758619,0.84615384615384615,0.52380952380952384,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.41935483870967744,1,-0.18898363695587417,2,0,0,0,0,2
Nowcasting,direct_phase45_full_balance,HND,candidate_sensitivity,selected,False,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.1624994635583521,0,0,0,0,0,0
Nowcasting,direct_phase45_full_balance,HTI,candidate_sensitivity,selected,False,14,14,0.21428571428571427,0.33333333333333331,0.070588235294117646,0.8571428571428571,<NA>,0,0,0.21428571428571427,1,0.35294117647058826,<NA>,<NA>,<NA>,0.21428571428571427,1,0.35294117647058826,0.57692307692307687,0.9285714285714286,1,-0.0038814024297986194,14,3,0,0,1,10
Nowcasting,direct_phase45_full_balance,KEN,candidate_sensitivity,selected,False,64,53,0.296875,0.17844202898550723,0.13587301587301587,0.84375,0.66666666666666663,0.34782608695652173,0.45714285714285713,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.71698113207547165,0.82608695652173914,-0.18031948780440654,29,0,0,1,6,22
Nowcasting,direct_phase45_full_balance,LBN,candidate_sensitivity,selected,False,9,9,0,0,0,1.1111111111111112,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.88888888888888884,1,-0.19940594208123419,9,0,0,0,1,8
Nowcasting,direct_phase45_full_balance,MDG,candidate_sensitivity,selected,False,19,19,0,0,0,1.1052631578947369,0,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.78947368421052633,1,-0.32319492057777444,17,0,0,0,2,15
Nowcasting,direct_phase45_full_balance,MOZ,candidate_sensitivity,selected,False,17,17,0,0,0,1.3529411764705883,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.6470588235294118,1,-0.0021337887151242629,17,0,0,0,6,11
Nowcasting,direct_phase45_full_balance,MWI,candidate_sensitivity,selected,False,2,2,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-20.632653319105813,2,0,0,0,2,0
Nowcasting,direct_phase45_full_balance,PAK,candidate_sensitivity,selected,False,40,40,0.72499999999999998,0.38157894736842107,0.17313432835820894,0.32500000000000001,1,0.76315789473684215,0.86567164179104472,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.94999999999999996,1,-0.20787740605840033,11,0,0,0,2,9
Nowcasting,direct_phase45_full_balance,SDN,candidate_sensitivity,selected,False,4,4,0,0,0,1,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,1,1,-3.2545453895222121,4,0,0,0,0,4
Nowcasting,direct_phase45_full_balance,SLV,candidate_sensitivity,selected,False,12,11,0.5,0.5714285714285714,0.17499999999999999,0.5,0.45454545454545453,1,0.625,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.45454545454545453,1,-0.1005713750294317,0,0,0,0,0,0
Nowcasting,direct_phase45_full_balance,SOM,candidate_sensitivity,selected,False,372,306,0.5376344086021505,0.34499636987881499,0.25265754100382293,0.543010752688172,0.68510638297872339,0.66528925619834711,0.6750524109014675,0.15492957746478872,0.39285714285714285,0.22222222222222221,<NA>,<NA>,<NA>,0.15492957746478872,0.39285714285714285,0.22222222222222221,0.30054644808743169,0.76143790849673199,0.86296296296296293,0.051016421049941973,71,11,0,1,15,44
Nowcasting,direct_phase45_full_balance,SSD,candidate_sensitivity,selected,False,130,129,0.63846153846153841,0.3639705882352941,0.26188494815401892,0.3923076923076923,0.88571428571428568,0.45588235294117646,0.60194174757281549,0.54736842105263162,1,0.70748299319727892,<NA>,0,0,0.56842105263157894,1,0.72483221476510062,0.86816720257234725,0.93846153846153846,1,0.2838559097476544,94,51,2,0,4,37
Nowcasting,direct_phase45_full_balance,SWZ,candidate_sensitivity,selected,False,11,9,0.18181818181818182,0.1111111111111111,0.072727272727272724,1.4545454545454546,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.22222222222222221,1,-2.1940739717601341,9,0,0,0,7,2
Nowcasting,direct_phase45_full_balance,TJK,candidate_sensitivity,selected,False,2,2,1,1,0.20000000000000001,0,<NA>,<NA>,<NA>,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,1,1,-17.079998416900715,2,2,0,0,0,0
Nowcasting,direct_phase45_full_balance,TZA,candidate_sensitivity,selected,False,1,1,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,1,0,0,0,1,0
Nowcasting,direct_phase45_full_balance,UGA,candidate_sensitivity,selected,False,49,42,0.7142857142857143,0.56025641025641026,0.23469079939668175,0.2857142857142857,0.82051282051282048,0.82051282051282048,0.82051282051282048,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.83333333333333337,0.89743589743589747,-0.21210928047282529,3,0,0,0,0,3
Nowcasting,direct_phase45_full_balance,YEM,candidate_sensitivity,selected,False,36,36,0.3611111111111111,0.29545454545454547,0.12380952380952381,0.83333333333333337,0.65000000000000002,0.59090909090909094,0.61904761904761907,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.61111111111111116,1,-0.802483510655565,16,0,0,0,7,9
Nowcasting,direct_phase45_full_balance,ZAF,candidate_sensitivity,selected,False,3,3,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-15.799999713897744,3,0,0,0,3,0
Nowcasting,direct_phase45_full_balance,ZMB,candidate_sensitivity,selected,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
