task,method,bootstrap_id,sampled_country_count,sample_row_count,sampled_countries_sha256,phase45_precision_delta,phase45_recall_delta,phase45_f1_delta,phase45_f2_delta,accuracy_delta,balanced_accuracy_delta,macro_f1_delta,ordinal_mae_delta
Forecasting,direct_phase45_unweighted,4,27,1093,44032d1e22e442d4b80164ae6e40747f76dad0848564c1c2d3cb6f7d0a9e46a5,<NA>,0.40000000000000002,0.13793103448275862,0.22727272727272727,-0.11619396157365047,0.04911202185792346,0.015299213874007039,0.20128087831655994
Forecasting,direct_phase45_sqrt_balance,4,27,1093,44032d1e22e442d4b80164ae6e40747f76dad0848564c1c2d3cb6f7d0a9e46a5,<NA>,0.50909090909090904,0.12962962962962962,0.23450586264656617,-0.18206770356816099,0.049745404868355658,0.0026371269913956497,0.29368709972552609
Forecasting,direct_phase45_full_balance,4,27,1093,44032d1e22e442d4b80164ae6e40747f76dad0848564c1c2d3cb6f7d0a9e46a5,<NA>,0.58181818181818179,0.13588110403397027,0.25157232704402516,-0.20219579139981697,0.059047441629408781,-7.0814315345585355e-05,0.32204940530649584
Forecasting,legacy_direct_exact_phase4_050,5,27,1381,1b96ad10106986d78f9e356d86818f154d1310166640b52012e3137fa15b9e67,<NA>,0.23655913978494625,0.36065573770491804,0.27431421446384041,0.010861694424330159,0.057274113304445484,0.072975381186143107,-0.010861694424330215
Forecasting,direct_phase45_unweighted,5,27,1381,1b96ad10106986d78f9e356d86818f154d1310166640b52012e3137fa15b9e67,<NA>,0.5268817204301075,0.22425629290617849,0.34217877094972066,-0.11440984793627806,0.076549854414563079,0.02992915861561124,0.17813178855901518
Forecasting,direct_phase45_sqrt_balance,5,27,1381,1b96ad10106986d78f9e356d86818f154d1310166640b52012e3137fa15b9e67,<NA>,0.62365591397849462,0.20209059233449478,0.3399765533411489,-0.17451122375090522,0.076223146938120434,0.015679053729095616,0.26430123099203479
Forecasting,direct_phase45_full_balance,5,27,1381,1b96ad10106986d78f9e356d86818f154d1310166640b52012e3137fa15b9e67,<NA>,0.68817204301075274,0.20480000000000001,0.35398230088495575,-0.20202751629254168,0.080625100304926922,0.0098258389035659754,0.29254163649529324
Forecasting,legacy_direct_exact_phase4_050,6,27,1998,d052cf6e7ad14c3abaf3bbfbdc212e3ada0a36351328352b0b3f274a3243f454,<NA>,0.075630252100840331,0.13533834586466165,0.091836734693877556,0.0020020020020019569,0.017951174348852017,0.027118155331092686,-0.0020020020020020124
Forecasting,direct_phase45_unweighted,6,27,1998,d052cf6e7ad14c3abaf3bbfbdc212e3ada0a36351328352b0b3f274a3243f454,<NA>,0.31932773109243695,0.16135881104033969,0.22946859903381642,-0.082582582582582553,0.041002552512971469,0.02218299139228358,0.13813813813813808
Forecasting,direct_phase45_sqrt_balance,6,27,1998,d052cf6e7ad14c3abaf3bbfbdc212e3ada0a36351328352b0b3f274a3243f454,<NA>,0.42016806722689076,0.14880952380952381,0.24295432458697766,-0.14714714714714716,0.03924247587328733,0.008588518621525626,0.22672672672672672
Forecasting,direct_phase45_full_balance,6,27,1998,d052cf6e7ad14c3abaf3bbfbdc212e3ada0a36351328352b0b3f274a3243f454,<NA>,0.52100840336134457,0.16939890710382513,0.2846648301193756,-0.16016016016016016,0.057184005966579465,0.009716256309797805,0.24474474474474478
Forecasting,legacy_direct_exact_phase4_050,7,27,1276,2b2e34cfc8a085ff8eaf33bf4dfb5804423ad16c4e0332f99cdccef71709dbe7,-0.33999999999999997,0.10661764705882353,0.17598343685300208,0.12667619433876026,0.0094043887147334804,0.017941260950739613,0.036320569837034911,-0.0094043887147335359
Forecasting,direct_phase45_unweighted,7,27,1276,2b2e34cfc8a085ff8eaf33bf4dfb5804423ad16c4e0332f99cdccef71709dbe7,-0.57947019867549665,0.91911764705882359,0.55092316855270995,0.73227599823344502,-0.029780564263322984,0.11698262243285937,0.096338891868669563,0.078369905956112873
Forecasting,direct_phase45_sqrt_balance,7,27,1276,2b2e34cfc8a085ff8eaf33bf4dfb5804423ad16c4e0332f99cdccef71709dbe7,-0.64979480164158687,0.92647058823529416,0.48148308697097109,0.68536832418085847,-0.11128526645768033,0.093379290535688692,0.065446856621902694,0.17476489028213171
Forecasting,direct_phase45_full_balance,7,27,1276,2b2e34cfc8a085ff8eaf33bf4dfb5804423ad16c4e0332f99cdccef71709dbe7,-0.65744400527009228,0.94117647058823539,0.47537918722501016,0.68552905315222579,-0.12539184952978066,0.091196323423811593,0.060453833471320606,0.19043887147335425
Forecasting,legacy_direct_exact_phase4_050,8,27,790,5848a1f3cadb1b938fd46809d00d7407ebbc50420aa55d0617ec5950196fdbec,-0.38461538461538458,0.1764705882352941,0.26503247433479993,0.2039164783744371,0.0063291139240506666,0.03211232024873692,0.053859640549505594,-0.0063291139240506666
Forecasting,direct_phase45_unweighted,8,27,790,5848a1f3cadb1b938fd46809d00d7407ebbc50420aa55d0617ec5950196fdbec,-0.78285714285714292,0.88235294117647067,0.32616947340283348,0.53606188108291897,-0.12911392405063293,0.10533909832879912,0.046397188647333304,0.25189873417721514
Forecasting,direct_phase45_sqrt_balance,8,27,790,5848a1f3cadb1b938fd46809d00d7407ebbc50420aa55d0617ec5950196fdbec,-0.8231292517006803,0.90588235294117647,0.27332213281457246,0.48469703853620255,-0.20379746835443036,0.085561601243684449,0.021746856934138553,0.36202531645569619
Forecasting,direct_phase45_full_balance,8,27,790,5848a1f3cadb1b938fd46809d00d7407ebbc50420aa55d0617ec5950196fdbec,-0.8301075268817204,0.91764705882352948,0.26401691331923893,0.47602047321542412,-0.23164556962025312,0.078697046249514235,0.012179686577992593,0.38987341772151901
Forecasting,legacy_direct_exact_phase4_050,9,27,1098,fb83ad1cf4ca6a41c5f65bc2697deb842e98cda0bcc9f56756255b5162a468de,<NA>,0.15517241379310345,0.24657534246575341,0.18218623481781376,0.002732240437158473,0.03675228712174522,0.049308318724925776,-0.002732240437158473
Forecasting,direct_phase45_unweighted,9,27,1098,fb83ad1cf4ca6a41c5f65bc2697deb842e98cda0bcc9f56756255b5162a468de,<NA>,0.43103448275862066,0.19305019305019305,0.28868360277136257,-0.075591985428051012,0.071023926812104121,0.031363071895551126,0.13752276867030966
Forecasting,direct_phase45_sqrt_balance,9,27,1098,fb83ad1cf4ca6a41c5f65bc2697deb842e98cda0bcc9f56756255b5162a468de,<NA>,0.53448275862068961,0.16272965879265092,0.27927927927927926,-0.1539162112932605,0.06559347877081867,0.01246751137148347,0.23770491803278687
Forecasting,direct_phase45_full_balance,9,27,1098,fb83ad1cf4ca6a41c5f65bc2697deb842e98cda0bcc9f56756255b5162a468de,<NA>,0.60344827586206895,0.15981735159817351,0.28594771241830064,-0.18488160291438982,0.06990968801313624,0.0065637698538975331,0.28233151183970856
Forecasting,legacy_direct_exact_phase4_050,10,27,1458,a1b77a9b25bc058613051f53f7523b3fd8d25d7f11c158eefb93342c35f944b5,-0.41935483870967738,0.09580838323353294,0.15814954276492738,0.11382999167253859,0.002057613168724326,0.016965235173824172,0.031988627127047309,-0.0020576131687242705
Forecasting,direct_phase45_unweighted,10,27,1458,a1b77a9b25bc058613051f53f7523b3fd8d25d7f11c158eefb93342c35f944b5,-0.69585253456221197,0.77844311377245512,0.41559924780198682,0.58398569764607089,-0.063786008230452662,0.10967815007078816,0.070506377020461114,0.11796982167352538
Forecasting,direct_phase45_sqrt_balance,10,27,1458,a1b77a9b25bc058613051f53f7523b3fd8d25d7f11c158eefb93342c35f944b5,-0.76511226252158893,0.80239520958083832,0.34094262100036488,0.53038336784401963,-0.135116598079561,0.092432279377064636,0.043269736604894721,0.2119341563786008
Forecasting,direct_phase45_full_balance,10,27,1458,a1b77a9b25bc058613051f53f7523b3fd8d25d7f11c158eefb93342c35f944b5,-0.76432078559738137,0.85029940119760483,0.3465113095328638,0.54801442358185615,-0.1440329218106996,0.097940537989617799,0.042051131187292395,0.22290809327846361
Forecasting,legacy_direct_exact_phase4_050,11,27,1341,cd6e075fd04951991b5f487d5dbe9343198e189329d0280875d3194cb5d99707,<NA>,0.125,0.1875,0.14423076923076922,-0.0029828486204324101,0.028204933008526167,0.036707718163441566,0.0029828486204324656
Forecasting,direct_phase45_unweighted,11,27,1341,cd6e075fd04951991b5f487d5dbe9343198e189329d0280875d3194cb5d99707,<NA>,0.5,0.12631578947368421,0.22900763358778625,-0.11782252050708419,0.069579780755176568,0.011765701319180061,0.21178225205070844
Forecasting,direct_phase45_sqrt_balance,11,27,1341,cd6e075fd04951991b5f487d5dbe9343198e189329d0280875d3194cb5d99707,<NA>,0.5625,0.10526315789473684,0.20547945205479451,-0.17971662938105887,0.059017204628501796,-0.00279482919581997,0.30648769574944068
Forecasting,direct_phase45_full_balance,11,27,1341,cd6e075fd04951991b5f487d5dbe9343198e189329d0280875d3194cb5d99707,<NA>,0.64583333333333337,0.11131059245960502,0.22111269614835949,-0.20432513049962708,0.068583790093382002,-0.0076508787336471151,0.33333333333333326
Forecasting,legacy_direct_exact_phase4_050,12,27,1177,a717564dc36a08819de0ce6209d42d6c01b594c9f31807515930fe1f9dbc5fe9,<NA>,0.16949152542372881,0.27027027027027029,0.19920318725099601,0.0042480883602379338,0.040646362018915638,0.054209814163387604,-0.0042480883602378783
Forecasting,direct_phase45_unweighted,12,27,1177,a717564dc36a08819de0ce6209d42d6c01b594c9f31807515930fe1f9dbc5fe9,<NA>,0.40677966101694918,0.15047021943573669,0.24193548387096775,-0.10025488530161419,0.052661766082966577,0.018778303491772452,0.18011894647408672
Forecasting,direct_phase45_sqrt_balance,12,27,1177,a717564dc36a08819de0ce6209d42d6c01b594c9f31807515930fe1f9dbc5fe9,<NA>,0.50847457627118642,0.14354066985645933,0.25210084033613445,-0.14953271028037379,0.055986047382713733,0.0092322591831351664,0.25403568394222603
Forecasting,direct_phase45_full_balance,12,27,1177,a717564dc36a08819de0ce6209d42d6c01b594c9f31807515930fe1f9dbc5fe9,<NA>,0.61016949152542377,0.16,0.28708133971291866,-0.16227697536108748,0.074158394980803455,0.0095504741511165392,0.27102803738317754
Forecasting,legacy_direct_exact_phase4_050,13,27,1228,ceb387a4f4af80b70caa623104ebbcaeee9d2d693c2ca16f93f3e531e6987e9e,-0.4285714285714286,0.0859375,0.14556994953436345,0.10282376777883838,0.0016286644951138962,0.015140729831451455,0.029184626601796465,-0.0016286644951140072
Forecasting,direct_phase45_unweighted,13,27,1228,ceb387a4f4af80b70caa623104ebbcaeee9d2d693c2ca16f93f3e531e6987e9e,-0.66666666666666674,0.6015625,0.41543535055034475,0.51304161505939416,-0.036644951140065163,0.08811978399607262,0.073364391842342058,0.06433224755700323
Forecasting,direct_phase45_sqrt_balance,13,27,1228,ceb387a4f4af80b70caa623104ebbcaeee9d2d693c2ca16f93f3e531e6987e9e,-0.7628571428571429,0.640625,0.33177645875904127,0.47169192638724938,-0.11400651465798051,0.07028309605629196,0.041454524036321827,0.15065146579804561
Forecasting,direct_phase45_full_balance,13,27,1228,ceb387a4f4af80b70caa623104ebbcaeee9d2d693c2ca16f93f3e531e6987e9e,-0.76081424936386766,0.7265625,0.34534065378148759,0.50959042788062847,-0.11970684039087953,0.083104238258877416,0.043113603069429518,0.16775244299674269
Forecasting,legacy_direct_exact_phase4_050,14,27,1558,77dee84ed83cd788bd5239af648b5fcdcb2e10ac23229aa7ac3a5920a02b163c,-0.30952380952380953,0.12442396313364056,0.20567338375557553,0.14784640646709613,0.0089858793324775199,0.022878278232669136,0.042242835052891781,-0.0089858793324775199
Forecasting,direct_phase45_unweighted,14,27,1558,77dee84ed83cd788bd5239af648b5fcdcb2e10ac23229aa7ac3a5920a02b163c,-0.63274336283185839,0.75576036866359453,0.4779982390400721,0.61729362591431558,-0.039152759948652194,0.10817955624645434,0.085537089057095728,0.078305519897304277
Forecasting,direct_phase45_sqrt_balance,14,27,1558,77dee84ed83cd788bd5239af648b5fcdcb2e10ac23229aa7ac3a5920a02b163c,-0.71474878444084278,0.80184331797235031,0.40379750993725566,0.58109833971902936,-0.1161745827984596,0.092830883174084194,0.05661965642434541,0.17137355584082165
Forecasting,direct_phase45_full_balance,14,27,1558,77dee84ed83cd788bd5239af648b5fcdcb2e10ac23229aa7ac3a5920a02b163c,-0.72916666666666674,0.82949308755760376,0.39118397871498939,0.57941483803552774,-0.14120667522464703,0.089901412917722051,0.048452156649410882,0.19897304236200258
Forecasting,legacy_direct_exact_phase4_050,15,27,1369,05c9ff3d1fe05d4c35860fd0d2b5890be47e00a6266070f8e12861ec07b1230d,-0.2857142857142857,0.15189873417721519,0.24648874116075209,0.17950740269675589,0.010226442658875068,0.02863703460718392,0.050482903029341247,-0.010226442658875123
Forecasting,direct_phase45_unweighted,15,27,1369,05c9ff3d1fe05d4c35860fd0d2b5890be47e00a6266070f8e12861ec07b1230d,-0.70308123249299714,0.66455696202531644,0.39907186908469194,0.52799594912121806,-0.061358655953250518,0.092179213821004857,0.069035097636258119,0.10664718772826881
Forecasting,direct_phase45_sqrt_balance,15,27,1369,05c9ff3d1fe05d4c35860fd0d2b5890be47e00a6266070f8e12861ec07b1230d,-0.76411290322580649,0.73417721518987333,0.34521954878541344,0.51071812712177733,-0.13075237399561723,0.083680498605871789,0.045992203248258062,0.19211102994886781
Forecasting,direct_phase45_full_balance,15,27,1369,05c9ff3d1fe05d4c35860fd0d2b5890be47e00a6266070f8e12861ec07b1230d,-0.77636363636363637,0.77215189873417722,0.33487901076644283,0.51240567437310036,-0.15777940102264421,0.082204362801377773,0.038132088055691432,0.22279035792549301
Forecasting,legacy_direct_exact_phase4_050,16,27,1535,4733b96d806f70bce7c28550bbf5525b95c5548c6d95f881fd7fe3a2a4995107,-0.31818181818181823,0.074285714285714288,0.12968539390289369,0.089633102098476053,0.0039087947882735508,0.013752396204896766,0.02655256658256025,-0.0039087947882736063
Forecasting,direct_phase45_unweighted,16,27,1535,4733b96d806f70bce7c28550bbf5525b95c5548c6d95f881fd7fe3a2a4995107,-0.6422535211267606,0.7142857142857143,0.45664641296237074,0.58765072035214216,-0.02540716612377858,0.10832544708936936,0.083320478880711896,0.067100977198697065
Forecasting,direct_phase45_sqrt_balance,16,27,1535,4733b96d806f70bce7c28550bbf5525b95c5548c6d95f881fd7fe3a2a4995107,-0.74007936507936511,0.7371428571428571,0.36326269106279591,0.52977491930980303,-0.1003257328990228,0.088315012981970809,0.050688699027435918,0.15895765472312706
Forecasting,direct_phase45_full_balance,16,27,1535,4733b96d806f70bce7c28550bbf5525b95c5548c6d95f881fd7fe3a2a4995107,-0.73840445269016697,0.79428571428571426,0.37235911313678011,0.55476224967750398,-0.10162866449511399,0.097521292858702757,0.052476964025990197,0.16872964169381111
Forecasting,legacy_direct_exact_phase4_050,17,27,598,b457e23c0be971c780398eddb5be781c9ac5bf45968080823edabd5e3df59493,<NA>,0.40000000000000002,0.36363636363636365,0.38461538461538464,-0.0033444816053511683,0.097382198952879584,0.072007016875193952,0.0033444816053511683
Forecasting,direct_phase45_unweighted,17,27,598,b457e23c0be971c780398eddb5be781c9ac5bf45968080823edabd5e3df59493,<NA>,1,0.059523809523809521,0.13661202185792351,-0.15719063545150502,0.18520942408376961,-0.0066498888517754762,0.25585284280936454
Forecasting,direct_phase45_sqrt_balance,17,27,598,b457e23c0be971c780398eddb5be781c9ac5bf45968080823edabd5e3df59493,<NA>,1,0.042016806722689079,0.098814229249011856,-0.22742474916387961,0.1577225130890052,-0.02042789179051277,0.37290969899665555
Forecasting,direct_phase45_full_balance,17,27,598,b457e23c0be971c780398eddb5be781c9ac5bf45968080823edabd5e3df59493,<NA>,1,0.036101083032490974,0.085616438356164379,-0.28260869565217395,0.13612565445026181,-0.033940245780838568,0.43812709030100333
Forecasting,legacy_direct_exact_phase4_050,18,27,1080,e53c09a77b6f4bbe39007718cb188f8e47e80c19f9be0bf9ff59cd52642c4d86,-0.58333333333333326,0.047058823529411764,0.079836969551666262,0.056359970674486809,-0.0027777777777777679,0.0074913149530637935,0.015563510520514162,0.0027777777777777679
Forecasting,direct_phase45_unweighted,18,27,1080,e53c09a77b6f4bbe39007718cb188f8e47e80c19f9be0bf9ff59cd52642c4d86,-0.74468085106382986,0.69411764705882362,0.35174418604651164,0.50707637383654214,-0.041666666666666741,0.10606105403207924,0.063781130774832828,0.1074074074074074
Forecasting,direct_phase45_sqrt_balance,18,27,1080,e53c09a77b6f4bbe39007718cb188f8e47e80c19f9be0bf9ff59cd52642c4d86,-0.81764705882352939,0.71764705882352942,0.26850889192886457,0.441219596342936,-0.11388888888888893,0.086340453839899495,0.034361029783103736,0.20092592592592595
Forecasting,direct_phase45_full_balance,18,27,1080,e53c09a77b6f4bbe39007718cb188f8e47e80c19f9be0bf9ff59cd52642c4d86,-0.81005586592178769,0.78823529411764715,0.28374192871016851,0.47244326059373665,-0.11203703703703705,0.099571291300170034,0.038082671970342458,0.20648148148148149
Forecasting,legacy_direct_exact_phase4_050,19,27,874,7bed99c842f59400e41c04fe46be43da7e8e756afa3ddcc4efc479a42f926492,-0.3214285714285714,0.11888111888111888,0.19463601532567049,0.14091173054587688,0.0091533180778031742,0.021114706747613093,0.040104567466117597,-0.0091533180778031742
Forecasting,direct_phase45_unweighted,19,27,874,7bed99c842f59400e41c04fe46be43da7e8e756afa3ddcc4efc479a42f926492,-0.60237388724035612,0.92307692307692313,0.53074712643678157,0.71965210458328066,-0.021739130434782705,0.12952582172180474,0.096133574977379677,0.081235697940503448
Forecasting,direct_phase45_sqrt_balance,19,27,874,7bed99c842f59400e41c04fe46be43da7e8e756afa3ddcc4efc479a42f926492,-0.67625899280575541,0.93006993006993011,0.45455665024630543,0.66508598063013713,-0.094965675057208321,0.10680110186943384,0.066134481814934865,0.17048054919908473
Forecasting,direct_phase45_full_balance,19,27,874,7bed99c842f59400e41c04fe46be43da7e8e756afa3ddcc4efc479a42f926492,-0.69074492099322793,0.94405594405594406,0.43999058491232201,0.65745524450318393,-0.11556064073226546,0.10224385547324225,0.058352345396870009,0.19565217391304346
Forecasting,legacy_direct_exact_phase4_050,20,27,1367,fc910042b61901ef5272535405cd643e21ecc38777522715fb41c1d699353723,-0.52000000000000002,0.098214285714285712,0.15748336670757704,0.11571403683073025,-0.0014630577907827069,0.017028571428571448,0.031235143430034862,0.0014630577907827069
Forecasting,direct_phase45_unweighted,20,27,1367,fc910042b61901ef5272535405cd643e21ecc38777522715fb41c1d699353723,-0.7876344086021505,0.69642857142857151,0.30874716594748775,0.47057145961214619,-0.094367227505486428,0.091324675324675281,0.046096981534461401,0.1572787125091441
Forecasting,direct_phase45_sqrt_balance,20,27,1367,fc910042b61901ef5272535405cd643e21ecc38777522715fb41c1d699353723,-0.83366336633663363,0.7410714285714286,0.25458613617131132,0.4295776787404445,-0.16166788588149228,0.07824415584415581,0.023041750830703839,0.2472567666422823
Forecasting,direct_phase45_full_balance,20,27,1367,fc910042b61901ef5272535405cd643e21ecc38777522715fb41c1d699353723,-0.83963963963963961,0.7857142857142857,0.24916745167239387,0.43253313555991268,-0.18361375274323333,0.079335064935064953,0.017170548013489523,0.2765179224579371
Forecasting,legacy_direct_exact_phase4_050,21,27,943,c9fe27ab49cff7dd6f0a54f57b115850ed73c05a721ce288d198695d93220460,-0.40740740740740744,0.16666666666666669,0.25152625152625158,0.19286793074076458,0.0042417815482502785,0.030119789957335052,0.05081160056828124,-0.0042417815482502785
Forecasting,direct_phase45_unweighted,21,27,943,c9fe27ab49cff7dd6f0a54f57b115850ed73c05a721ce288d198695d93220460,-0.76417910447761195,0.8666666666666667,0.34978668390433099,0.55449490822854186,-0.089077412513255516,0.11496553987528718,0.056014907747021447,0.18875927889713684
Forecasting,direct_phase45_sqrt_balance,21,27,943,c9fe27ab49cff7dd6f0a54f57b115850ed73c05a721ce288d198695d93220460,-0.80668257756563244,0.88888888888888895,0.29629309786480712,0.50604688872373493,-0.14528101802757154,0.09965539875287166,0.03552714189963227,0.27359490986214208
Forecasting,direct_phase45_full_balance,21,27,943,c9fe27ab49cff7dd6f0a54f57b115850ed73c05a721ce288d198695d93220460,-0.8125,0.92222222222222228,0.29028963601454311,0.50595156468555447,-0.16648992576882288,0.098170331473580508,0.028971348595019042,0.29798515376458112
Forecasting,legacy_direct_exact_phase4_050,22,27,1500,2dee913f10665ba71f2e22494059bc8e16f663685be085d454793c674a826a5c,-0.33333333333333337,0.11016949152542374,0.18166865632046691,0.13085479899065589,0.011333333333333306,0.018086305987341483,0.037497641354491074,-0.011333333333333306
Forecasting,direct_phase45_unweighted,22,27,1500,2dee913f10665ba71f2e22494059bc8e16f663685be085d454793c674a826a5c,-0.51923076923076916,0.903954802259887,0.60321280796170595,0.75917539825318936,0.012000000000000011,0.11933579067342437,0.11085987003148001,0.020666666666666667
Forecasting,direct_phase45_sqrt_balance,22,27,1500,2dee913f10665ba71f2e22494059bc8e16f663685be085d454793c674a826a5c,-0.59779951100244499,0.9152542372881356,0.53357829389563349,0.71875411480308482,-0.066666666666666652,0.096218202100055772,0.079982993590254903,0.10999999999999999
Forecasting,direct_phase45_full_balance,22,27,1500,2dee913f10665ba71f2e22494059bc8e16f663685be085d454793c674a826a5c,-0.60655737704918034,0.93502824858757061,0.52843623752513413,0.72249486153264286,-0.079333333333333367,0.094865654630550245,0.075430795302330267,0.12466666666666665
Forecasting,legacy_direct_exact_phase4_050,23,27,1451,493e4043980604da48f8ab7ed9836e5baf163d1d6e8cf3e0ef3c39564502d585,-0.4285714285714286,0.076923076923076927,0.13245257452574524,0.092454434958165216,0.0013783597518952639,0.013689978218433707,0.026578164578543562,-0.0013783597518952639
Forecasting,direct_phase45_unweighted,23,27,1451,493e4043980604da48f8ab7ed9836e5baf163d1d6e8cf3e0ef3c39564502d585,-0.72523961661341851,0.59440559440559437,0.36330409356725146,0.47714970272428792,-0.050310130944176468,0.084574279663252511,0.063722244855843546,0.097863542384562352
Forecasting,direct_phase45_sqrt_balance,23,27,1451,493e4043980604da48f8ab7ed9836e5baf163d1d6e8cf3e0ef3c39564502d585,-0.79871520342612423,0.65034965034965031,0.29430783242258651,0.44363203308322707,-0.12818745692625777,0.070204475395874349,0.03560148600787999,0.19297036526533423
Forecasting,direct_phase45_full_balance,23,27,1451,493e4043980604da48f8ab7ed9836e5baf163d1d6e8cf3e0ef3c39564502d585,-0.80115830115830122,0.71328671328671334,0.29776012775256344,0.46375106072978212,-0.13990351481736729,0.077444396710908164,0.034238095053119089,0.21571330117160575
Forecasting,legacy_direct_exact_phase4_050,24,27,853,c52fed643540b0fa2da13f7921ec8ab9f4e85f0127b7467ac56f8911385f5973,-0.40909090909090906,0.13953488372093023,0.21775223499361429,0.16310287479211213,0.0035169988276670949,0.025596221959858306,0.044254483038170367,-0.0035169988276670394
Forecasting,direct_phase45_unweighted,24,27,853,c52fed643540b0fa2da13f7921ec8ab9f4e85f0127b7467ac56f8911385f5973,-0.73356401384083048,0.88372093023255816,0.38767816091954022,0.59372209629782269,-0.10316529894490034,0.12263675718221173,0.060499294050027297,0.1594372801875733
Forecasting,direct_phase45_sqrt_balance,24,27,853,c52fed643540b0fa2da13f7921ec8ab9f4e85f0127b7467ac56f8911385f5973,-0.78933333333333333,0.90697674418604646,0.31974468297304715,0.53488137711394657,-0.17819460726846426,0.10558048012593463,0.034285278818119824,0.25556858147713957
Forecasting,direct_phase45_full_balance,24,27,853,c52fed643540b0fa2da13f7921ec8ab9f4e85f0127b7467ac56f8911385f5973,-0.80487804878048785,0.91860465116279066,0.29959213941416385,0.51601122515665254,-0.21101992966002342,0.098374655647382903,0.02362601347335691,0.29425556858147717
Forecasting,legacy_direct_exact_phase4_050,25,27,1952,a29721d5d3b9a98b05ef3f324f22a02268d3cf529999ecec12625f7ed4680e4f,<NA>,0.08387096774193549,0.15028901734104047,0.10188087774294671,0.004098360655737765,0.020004721904667233,0.030325090637701002,-0.0040983606557377095
