test_index,overall_phase,overall_phase_pred,phase3_pred,area_id,date,_merge
3578,2,3,0.4,1375,2022-03-01,both
3579,3,3,0.43,1375,2022-07-01,both
3582,4,3,0.21,1376,2022-05-01,both
3586,3,3,0.27,1378,2022-05-01,both
3587,2,3,0.28,1378,2022-07-01,both
3591,3,3,0.27,1379,2022-05-01,both
3592,2,3,0.28,1379,2022-07-01,both
3599,2,3,0.22,1380,2022-01-01,both
3600,4,3,0.21,1380,2022-05-01,both
3601,4,3,0.21,1380,2022-07-01,both
3606,2,3,0.37,1381,2022-03-01,both
3610,2,3,0.4,1382,2022-03-01,both
3614,3,3,0.23,1383,2022-05-01,both
3619,2,3,0.37,1384,2022-03-01,both
3627,2,3,0.39,1390,2022-03-01,both
3634,3,3,0.28,1397,2022-05-01,both
3635,3,3,0.32,1397,2022-07-01,both
3640,2,3,0.37,1400,2022-03-01,both
3674,2,3,0.41,1420,2022-03-01,both
3681,3,3,0.23,1422,2022-05-01,both
3682,3,3,0.38,1422,2022-07-01,both
3696,2,2,0.19,1429,2022-01-01,both
3697,3,2,0.18,1429,2022-05-01,both
3698,1,3,0.22,1429,2022-07-01,both
3699,1,3,0.25,1429,2022-10-01,both
3708,2,2,0.19,1430,2022-01-01,both
3709,3,2,0.18,1430,2022-05-01,both
3710,1,3,0.22,1430,2022-07-01,both
3711,1,3,0.25,1430,2022-10-01,both
3729,2,2,0.18,1443,2022-01-01,both
3730,3,2,0.16,1443,2022-05-01,both
3731,1,3,0.22,1443,2022-07-01,both
3732,1,3,0.2,1443,2022-10-01,both
3736,2,3,0.39,1446,2022-03-01,both
3738,3,3,0.22,1448,2022-11-01,both
3740,3,3,0.22,1449,2022-11-01,both
3750,2,3,0.34,1454,2022-03-01,both
3769,3,3,0.31,1461,2022-05-01,both
3770,2,3,0.35,1461,2022-07-01,both
3777,3,3,0.31,1462,2022-05-01,both
3778,2,3,0.35,1462,2022-07-01,both
3791,2,2,0.18,1466,2022-01-01,both
3792,3,2,0.17,1466,2022-05-01,both
3793,3,2,0.15,1466,2022-07-01,both
3794,2,2,0.16,1466,2022-10-01,both
3815,2,2,0.18,1475,2022-01-01,both
3816,3,2,0.16,1475,2022-05-01,both
3817,3,2,0.19,1475,2022-07-01,both
3818,2,2,0.18,1475,2022-10-01,both
3836,2,2,0.15,1480,2022-01-01,both
3837,3,2,0.15,1480,2022-05-01,both
3838,1,3,0.22,1480,2022-07-01,both
3847,2,2,0.17,1481,2022-01-01,both
3848,3,2,0.16,1481,2022-05-01,both
3849,1,3,0.24,1481,2022-07-01,both
3850,1,3,0.23,1481,2022-10-01,both
3873,2,2,0.18,1495,2022-01-01,both
3874,1,2,0.16,1495,2022-10-01,both
3888,2,3,0.2,1503,2022-01-01,both
3889,2,2,0.16,1503,2022-10-01,both
3896,3,3,0.33,1506,2022-01-01,both
3904,3,3,0.32,1510,2022-01-01,both
3911,3,3,0.31,1515,2022-01-01,both
3927,2,2,0.16,1518,2022-01-01,both
3928,3,2,0.15,1518,2022-05-01,both
3929,3,2,0.15,1518,2022-07-01,both
3930,2,2,0.14,1518,2022-10-01,both
3932,3,3,0.32,1519,2022-01-01,both
3935,3,3,0.33,1520,2022-01-01,both
3944,2,2,0.16,1522,2022-01-01,both
3945,3,2,0.15,1522,2022-05-01,both
3946,2,2,0.16,1522,2022-07-01,both
3947,2,2,0.14,1522,2022-10-01,both
3961,2,3,0.23,1528,2022-01-01,both
3962,3,3,0.28,1528,2022-05-01,both
3963,3,3,0.34,1528,2022-07-01,both
3964,3,3,0.32,1528,2022-10-01,both
3969,3,3,0.31,1534,2022-01-01,both
3977,3,3,0.34,1536,2022-01-01,both
3990,2,3,0.25,1540,2022-01-01,both
3991,3,3,0.27,1540,2022-05-01,both
3992,3,3,0.32,1540,2022-07-01,both
3993,3,3,0.29,1540,2022-10-01,both
3994,3,3,0.3,1541,2022-01-01,both
3997,3,3,0.3,1542,2022-01-01,both
4019,2,2,0.14,1551,2022-01-01,both
4020,3,2,0.14,1551,2022-05-01,both
4021,3,2,0.15,1551,2022-07-01,both
4022,2,2,0.14,1551,2022-10-01,both
4031,2,2,0.16,1553,2022-01-01,both
4032,3,2,0.14,1553,2022-05-01,both
4033,3,2,0.15,1553,2022-07-01,both
4034,2,2,0.14,1553,2022-10-01,both
4045,2,3,0.28,1558,2022-01-01,both
4046,3,3,0.3,1558,2022-05-01,both
4047,4,3,0.36,1558,2022-07-01,both
4048,3,3,0.34,1558,2022-10-01,both
4057,2,3,0.28,1559,2022-01-01,both
4058,3,3,0.3,1559,2022-05-01,both
4059,4,3,0.36,1559,2022-07-01,both
4060,3,3,0.34,1559,2022-10-01,both
4071,2,3,0.21,1561,2022-01-01,both
4072,3,3,0.21,1561,2022-05-01,both
4073,3,3,0.2,1561,2022-07-01,both
4074,2,3,0.22,1561,2022-10-01,both
4083,3,3,0.27,1562,2022-05-01,both
4084,3,3,0.33,1562,2022-07-01,both
4085,3,3,0.3,1562,2022-10-01,both
4092,3,3,0.34,1563,2022-07-01,both
4093,3,3,0.28,1563,2022-10-01,both
4107,2,3,0.22,1566,2022-01-01,both
4108,3,3,0.22,1566,2022-05-01,both
4109,3,3,0.23,1566,2022-07-01,both
4110,3,3,0.24,1566,2022-10-01,both
4113,3,3,0.32,1567,2022-01-01,both
4114,3,3,0.34,1568,2022-01-01,both
4122,3,3,0.25,1569,2022-05-01,both
4123,3,3,0.33,1569,2022-10-01,both
4131,3,3,0.27,1570,2022-05-01,both
4132,3,3,0.3,1570,2022-10-01,both
4141,2,2,0.18,1571,2022-01-01,both
4142,3,2,0.17,1571,2022-05-01,both
4143,3,3,0.23,1571,2022-07-01,both
4144,3,2,0.18,1571,2022-10-01,both
4148,3,3,0.34,1573,2022-01-01,both
4154,2,3,0.28,1574,2022-01-01,both
4155,3,3,0.31,1574,2022-10-01,both
4161,2,3,0.28,1575,2022-01-01,both
4162,3,3,0.32,1575,2022-10-01,both
4166,3,3,0.34,1576,2022-01-01,both
4177,2,3,0.28,1578,2022-01-01,both
4178,3,3,0.24,1578,2022-05-01,both
4179,3,3,0.32,1578,2022-07-01,both
4180,3,3,0.29,1578,2022-10-01,both
4183,3,3,0.25,1580,2022-04-01,both
4184,3,3,0.27,1580,2022-11-01,both
4186,3,3,0.27,1581,2022-04-01,both
4187,3,3,0.24,1581,2022-11-01,both
4189,3,3,0.27,1582,2022-04-01,both
4190,3,3,0.24,1582,2022-11-01,both
4197,3,3,0.32,1584,2022-01-01,both
4203,3,3,0.29,1586,2022-01-01,both
4210,3,2,0.19,1588,2022-05-01,both
4211,2,2,0.16,1589,2022-01-01,both
4215,2,3,0.26,1590,2022-04-01,both
4219,2,3,0.26,1591,2022-04-01,both
4223,3,3,0.27,1592,2022-01-01,both
4227,3,3,0.29,1594,2022-01-01,both
4236,2,2,0.19,1595,2022-01-01,both
4237,3,2,0.19,1595,2022-05-01,both
4238,3,3,0.24,1595,2022-07-01,both
4239,3,3,0.26,1595,2022-10-01,both
4248,2,3,0.2,1596,2022-01-01,both
4249,3,3,0.2,1596,2022-05-01,both
4250,3,3,0.25,1596,2022-07-01,both
4251,3,3,0.26,1596,2022-10-01,both
4260,3,3,0.27,1600,2022-01-01,both
4261,3,3,0.26,1600,2022-05-01,both
4262,3,3,0.36,1600,2022-07-01,both
4263,3,3,0.31,1600,2022-10-01,both
4265,3,3,0.29,1603,2022-01-01,both
4266,3,3,0.31,1604,2022-07-01,both
4273,3,3,0.28,1605,2022-07-01,both
4274,3,3,0.27,1605,2022-10-01,both
4283,3,3,0.3,1608,2022-01-01,both
4284,3,3,0.28,1608,2022-05-01,both
4285,3,3,0.37,1608,2022-07-01,both
4286,3,3,0.35,1608,2022-10-01,both
4293,3,3,0.24,1609,2022-07-01,both
4294,3,3,0.23,1609,2022-10-01,both
4319,3,3,0.27,1622,2022-01-01,both
4320,3,3,0.28,1622,2022-10-01,both
4323,3,3,0.27,1623,2022-01-01,both
4324,3,3,0.29,1623,2022-10-01,both
4332,3,3,0.3,1624,2022-01-01,both
4333,3,3,0.29,1624,2022-05-01,both
4334,3,3,0.29,1624,2022-07-01,both
4335,3,3,0.39,1624,2022-10-01,both
4355,3,3,0.29,1629,2022-01-01,both
4356,3,3,0.3,1629,2022-05-01,both
4357,4,3,0.35,1629,2022-07-01,both
4358,3,3,0.34,1629,2022-10-01,both
4365,3,3,0.32,1633,2022-01-01,both
4367,4,3,0.33,1635,2022-07-01,both
4375,3,3,0.3,1638,2022-01-01,both
4376,3,3,0.29,1638,2022-05-01,both
4388,3,3,0.31,1640,2022-01-01,both
4389,3,3,0.29,1640,2022-05-01,both
4390,3,3,0.35,1640,2022-10-01,both
4395,3,3,0.31,1646,2022-01-01,both
4396,3,3,0.29,1646,2022-05-01,both
4401,3,3,0.29,1648,2022-01-01,both
4406,3,3,0.29,1650,2022-05-01,both
4407,3,3,0.32,1650,2022-07-01,both
4408,3,3,0.27,1650,2022-10-01,both
4410,3,3,0.26,1652,2022-01-01,both
4418,3,2,0.19,1659,2022-08-01,both
4419,3,2,0.19,1660,2022-08-01,both
4429,3,3,0.27,1663,2022-01-01,both
4430,3,3,0.31,1663,2022-05-01,both
4431,3,3,0.37,1663,2022-07-01,both
4432,3,3,0.3,1663,2022-10-01,both
4440,3,3,0.27,1664,2022-01-01,both
4441,3,3,0.31,1664,2022-05-01,both
4442,3,3,0.37,1664,2022-07-01,both
4443,3,3,0.3,1664,2022-10-01,both
4445,2,2,0.18,1665,2022-08-01,both
4447,2,2,0.18,1666,2022-08-01,both
4455,3,3,0.25,1667,2022-01-01,both
4456,3,3,0.3,1667,2022-05-01,both
4457,3,3,0.31,1667,2022-07-01,both
4458,3,3,0.28,1667,2022-10-01,both
4460,3,3,0.2,1668,2022-08-01,both
4462,3,3,0.2,1669,2022-08-01,both
4464,3,3,0.21,1670,2022-08-01,both
4472,3,3,0.26,1671,2022-01-01,both
4473,3,3,0.32,1671,2022-05-01,both
4474,3,3,0.32,1671,2022-07-01,both
4475,3,3,0.31,1671,2022-10-01,both
4477,3,3,0.3,1672,2022-01-01,both
4484,3,3,0.32,1673,2022-10-01,both
4491,3,3,0.32,1674,2022-10-01,both
4502,3,3,0.31,1675,2022-01-01,both
4503,3,3,0.31,1675,2022-05-01,both
4504,3,3,0.37,1675,2022-07-01,both
4505,3,3,0.35,1675,2022-10-01,both
4515,3,3,0.31,1681,2022-10-01,both
4521,3,3,0.33,1683,2022-10-01,both
4525,3,2,0.19,1686,2022-08-01,both
4526,3,2,0.19,1687,2022-08-01,both
4536,3,3,0.27,1691,2022-01-01,both
4537,3,3,0.33,1691,2022-05-01,both
4538,3,3,0.37,1691,2022-07-01,both
4539,3,3,0.36,1691,2022-10-01,both
4544,3,3,0.29,1692,2022-10-01,both
4555,3,3,0.32,1695,2022-01-01,both
4556,3,3,0.35,1695,2022-05-01,both
4557,3,3,0.35,1695,2022-07-01,both
4558,3,3,0.32,1695,2022-10-01,both
4567,3,3,0.32,1696,2022-01-01,both
4568,3,3,0.35,1696,2022-05-01,both
4569,3,3,0.33,1696,2022-07-01,both
4570,3,3,0.3,1696,2022-10-01,both
4575,3,3,0.26,1698,2022-05-01,both
4576,3,3,0.28,1698,2022-10-01,both
4581,3,3,0.31,1702,2022-10-01,both
4593,3,3,0.28,1712,2022-01-01,both
4594,3,3,0.29,1712,2022-05-01,both
4595,3,3,0.28,1712,2022-10-01,both
4605,3,3,0.29,1715,2022-01-01,both
4606,3,3,0.33,1715,2022-05-01,both
4607,3,3,0.29,1715,2022-10-01,both
4614,3,3,0.28,1718,2022-01-01,both
4615,3,3,0.32,1718,2022-05-01,both
4616,3,3,0.29,1718,2022-10-01,both
4623,3,3,0.28,1719,2022-01-01,both
4624,3,3,0.32,1719,2022-05-01,both
4625,3,3,0.29,1719,2022-10-01,both
4632,3,3,0.32,1721,2022-10-01,both
4642,2,3,0.24,1727,2022-01-01,both
4643,3,3,0.28,1727,2022-05-01,both
4644,3,3,0.34,1727,2022-07-01,both
4645,3,3,0.24,1727,2022-10-01,both
4654,2,3,0.21,1728,2022-01-01,both
4655,3,3,0.24,1728,2022-05-01,both
4656,3,3,0.28,1728,2022-07-01,both
4657,3,2,0.17,1728,2022-10-01,both
4659,2,3,0.27,1729,2022-01-01,both
4660,3,3,0.22,1729,2022-10-01,both
4662,2,3,0.27,1730,2022-01-01,both
4663,3,3,0.22,1730,2022-10-01,both
4673,2,3,0.29,1736,2022-01-01,both
4674,3,3,0.29,1736,2022-05-01,both
4675,3,3,0.37,1736,2022-07-01,both
4676,3,3,0.29,1736,2022-10-01,both
4685,2,3,0.29,1737,2022-01-01,both
4686,3,3,0.29,1737,2022-05-01,both
4687,3,3,0.37,1737,2022-07-01,both
4688,3,3,0.29,1737,2022-10-01,both
4692,2,3,0.28,1738,2022-01-01,both
4693,3,3,0.33,1738,2022-07-01,both
4697,2,3,0.28,1739,2022-01-01,both
4698,3,3,0.33,1739,2022-07-01,both
4702,3,3,0.28,1740,2022-05-01,both
4707,3,3,0.29,1743,2022-05-01,both
4725,3,3,0.34,1756,2022-03-01,both
4726,3,3,0.4,1756,2022-09-01,both
4734,3,3,0.37,1757,2022-03-01,both
4735,3,3,0.43,1757,2022-09-01,both
4743,3,3,0.36,1758,2022-03-01,both
4744,3,3,0.39,1758,2022-09-01,both
4751,4,3,0.38,1759,2022-03-01,both
4755,3,3,0.37,1760,2022-07-01,both
4763,4,3,0.4,1762,2022-03-01,both
4764,3,3,0.42,1762,2022-09-01,both
4771,3,3,0.35,1763,2022-03-01,both
4772,3,3,0.4,1763,2022-09-01,both
4782,3,3,0.37,1766,2022-03-01,both
4783,3,3,0.4,1766,2022-09-01,both
4790,3,3,0.39,1767,2022-03-01,both
4791,3,3,0.4,1767,2022-09-01,both
4798,4,3,0.38,1768,2022-03-01,both
4799,3,3,0.41,1768,2022-09-01,both
4807,4,3,0.4,1769,2022-03-01,both
4808,4,3,0.45,1769,2022-09-01,both
4812,3,3,0.41,1770,2022-07-01,both
4815,3,3,0.39,1771,2022-07-01,both
4825,3,3,0.35,1772,2022-03-01,both
4826,3,3,0.38,1772,2022-07-01,both
4827,3,3,0.42,1772,2022-09-01,both
4837,4,3,0.35,1773,2022-03-01,both
4838,3,3,0.41,1773,2022-07-01,both
4839,3,3,0.42,1773,2022-09-01,both
4846,4,3,0.38,1774,2022-03-01,both
4847,3,3,0.38,1774,2022-09-01,both
4857,4,3,0.35,1776,2022-03-01,both
4858,3,3,0.35,1776,2022-09-01,both
4865,4,3,0.37,1777,2022-03-01,both
4866,3,3,0.4,1777,2022-09-01,both
4873,3,3,0.34,1778,2022-03-01,both
4881,4,3,0.39,1779,2022-03-01,both
4889,3,3,0.37,1781,2022-07-01,both
4898,4,3,0.31,1782,2022-03-01,both
4899,3,3,0.36,1782,2022-09-01,both
4906,3,3,0.32,1783,2022-03-01,both
4907,3,3,0.36,1783,2022-09-01,both
4909,3,3,0.39,1784,2022-07-01,both
4917,3,3,0.32,1785,2022-03-01,both
4918,3,3,0.36,1785,2022-07-01,both
4919,3,3,0.35,1785,2022-09-01,both
4921,3,3,0.37,1786,2022-09-01,both
4924,3,3,0.35,1787,2022-07-01,both
4925,2,3,0.34,1788,2022-07-01,both
4933,3,3,0.32,1789,2022-09-01,both
4943,3,3,0.34,1791,2022-03-01,both
4944,3,3,0.37,1791,2022-09-01,both
4946,3,3,0.36,1792,2022-07-01,both
4955,4,3,0.25,1793,2022-03-01,both
4956,3,3,0.35,1793,2022-09-01,both
4958,2,3,0.31,1794,2022-07-01,both
4961,3,3,0.28,1795,2022-03-01,both
4970,3,3,0.34,1796,2022-03-01,both
4979,3,3,0.32,1797,2022-03-01,both
4987,3,3,0.27,1798,2022-03-01,both
4997,3,3,0.29,1799,2022-03-01,both
4998,3,3,0.33,1799,2022-09-01,both
5007,3,3,0.27,1800,2022-03-01,both
5008,3,3,0.32,1800,2022-09-01,both
5017,3,3,0.33,1802,2022-03-01,both
5018,3,3,0.39,1802,2022-09-01,both
5027,3,3,0.35,1803,2022-03-01,both
5028,3,3,0.38,1803,2022-09-01,both
5039,3,3,0.25,1804,2022-03-01,both
5040,3,3,0.28,1804,2022-07-01,both
5041,3,3,0.31,1804,2022-09-01,both
5051,3,3,0.25,1806,2022-03-01,both
5052,3,3,0.27,1806,2022-09-01,both
5054,3,3,0.38,1808,2022-07-01,both
5059,3,3,0.33,1809,2022-07-01,both
5067,3,3,0.25,1810,2022-03-01,both
5068,3,3,0.28,1810,2022-09-01,both
5080,3,3,0.24,1811,2022-03-01,both
5081,3,3,0.27,1811,2022-07-01,both
5082,3,3,0.34,1811,2022-09-01,both
5093,3,3,0.25,1813,2022-03-01,both
5094,3,3,0.28,1813,2022-07-01,both
5095,3,3,0.3,1813,2022-09-01,both
5099,3,3,0.31,1814,2022-07-01,both
5106,3,3,0.28,1815,2022-03-01,both
5118,3,3,0.29,1817,2022-03-01,both
5119,3,3,0.31,1817,2022-07-01,both
5120,3,3,0.31,1817,2022-09-01,both
5130,3,3,0.3,1818,2022-03-01,both
5131,3,3,0.35,1818,2022-07-01,both
5132,3,3,0.34,1818,2022-09-01,both
5142,4,3,0.34,1819,2022-03-01,both
5143,3,3,0.39,1819,2022-09-01,both
5151,4,3,0.37,1820,2022-03-01,both
5152,3,3,0.38,1820,2022-09-01,both
5158,4,3,0.42,1821,2022-03-01,both
5159,3,3,0.38,1821,2022-09-01,both
5170,3,3,0.27,1822,2022-03-01,both
5171,3,3,0.26,1822,2022-07-01,both
5172,3,3,0.27,1822,2022-09-01,both
5175,3,3,0.35,1824,2022-03-01,both
5176,3,3,0.35,1824,2022-09-01,both
5179,3,3,0.31,1825,2022-09-01,both
5188,3,3,0.36,1826,2022-03-01,both
5189,3,3,0.32,1826,2022-07-01,both
5190,3,3,0.37,1826,2022-09-01,both
5199,3,3,0.36,1827,2022-03-01,both
5200,3,3,0.32,1827,2022-07-01,both
5201,3,3,0.39,1827,2022-09-01,both
5211,3,3,0.29,1829,2022-03-01,both
5212,3,3,0.31,1829,2022-09-01,both
5218,3,3,0.39,1830,2022-03-01,both
5219,3,3,0.3,1830,2022-07-01,both
5220,3,3,0.39,1830,2022-09-01,both
5230,3,3,0.28,1831,2022-03-01,both
5231,3,3,0.3,1831,2022-07-01,both
5232,3,3,0.32,1831,2022-09-01,both
5239,4,3,0.35,1832,2022-03-01,both
5240,3,3,0.36,1832,2022-09-01,both
5260,3,3,0.32,1835,2022-03-01,both
5261,3,3,0.39,1835,2022-07-01,both
5262,3,3,0.35,1835,2022-09-01,both
5271,3,3,0.31,1836,2022-03-01,both
5272,3,3,0.39,1836,2022-07-01,both
5273,3,3,0.36,1836,2022-09-01,both
5283,3,3,0.27,1838,2022-03-01,both
5284,3,3,0.31,1838,2022-09-01,both
5294,3,3,0.3,1839,2022-07-01,both
5305,3,3,0.32,1841,2022-07-01,both
5316,3,3,0.31,1843,2022-07-01,both
5328,3,3,0.32,1844,2022-03-01,both
5329,3,3,0.3,1844,2022-07-01,both
5330,3,3,0.35,1844,2022-09-01,both
5333,3,3,0.39,1845,2022-09-01,both
5336,3,3,0.39,1846,2022-09-01,both
5345,3,3,0.39,1848,2022-03-01,both
5346,3,3,0.39,1848,2022-09-01,both
5357,4,3,0.34,1849,2022-03-01,both
5358,3,3,0.32,1849,2022-07-01,both
5359,3,3,0.37,1849,2022-09-01,both
5370,3,3,0.33,1850,2022-03-01,both
5371,3,3,0.31,1850,2022-07-01,both
5372,3,3,0.38,1850,2022-09-01,both
5373,3,3,0.31,1851,2022-07-01,both
5379,4,3,0.44,1852,2022-03-01,both
5380,4,3,0.43,1852,2022-09-01,both
5388,3,3,0.33,1853,2022-03-01,both
5389,3,3,0.31,1853,2022-07-01,both
5398,3,3,0.35,1854,2022-09-01,both
5403,4,3,0.44,1855,2022-03-01,both
5404,4,3,0.41,1855,2022-09-01,both
5413,4,3,0.46,1856,2022-09-01,both
5421,3,3,0.34,1857,2022-03-01,both
5422,3,3,0.32,1857,2022-07-01,both
5423,3,3,0.35,1857,2022-09-01,both
5429,4,3,0.47,1858,2022-09-01,both
5440,3,3,0.33,1859,2022-03-01,both
5441,3,3,0.32,1859,2022-07-01,both
5442,3,3,0.35,1859,2022-09-01,both
5448,4,3,0.42,1860,2022-03-01,both
5460,3,3,0.34,1863,2022-03-01,both
5468,3,3,0.33,1864,2022-07-01,both
5469,3,3,0.36,1864,2022-09-01,both
5477,3,3,0.35,1865,2022-03-01,both
5478,3,3,0.38,1865,2022-07-01,both
5479,3,3,0.38,1865,2022-09-01,both
5487,3,3,0.35,1866,2022-03-01,both
5488,3,3,0.38,1866,2022-07-01,both
5489,3,3,0.38,1866,2022-09-01,both
5500,3,3,0.33,1867,2022-03-01,both
5501,3,3,0.32,1867,2022-07-01,both
5502,3,3,0.35,1867,2022-09-01,both
5508,4,3,0.46,1868,2022-09-01,both
5523,3,3,0.34,1870,2022-03-01,both
5524,3,3,0.32,1870,2022-07-01,both
5525,3,3,0.36,1870,2022-09-01,both
5530,3,3,0.4,1871,2022-09-01,both
5535,3,3,0.4,1872,2022-09-01,both
5544,4,3,0.39,1873,2022-03-01,both
5545,4,3,0.48,1873,2022-09-01,both
5561,3,3,0.37,1875,2022-03-01,both
5562,3,3,0.41,1875,2022-07-01,both
5563,3,3,0.39,1875,2022-09-01,both
5572,3,3,0.37,1876,2022-03-01,both
5573,3,3,0.41,1876,2022-07-01,both
5574,3,3,0.39,1876,2022-09-01,both
